OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
f02be780d11ed72b29ee009f73dde2ff,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Desulfarculales,D_4__Desulfarculaceae,D_5__Desulfatiglans,
df20a1b8780c795587c298141dc2ad31,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__unculturedbacterium,D_6__unculturedbacterium
eaec3537b269faaf09eedbfd87549aad,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Fusobacterium,
2c66bee8be96491ca8a7073bef5f99ea,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Verrucomicrobiaceae,D_5__uncultured,D_6__metagenome
c5bad138de410e3fed48f35caafad40d,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__Paludibacter,
2ba87459b857490e82f88c202b2a35c0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Ferruginibacter,
6e607b9542debd5c058d6adddb655aff,D_0__Bacteria,D_1__Acidobacteria,D_2__Thermoanaerobaculia,D_3__Thermoanaerobaculales,D_4__Thermoanaerobaculaceae,D_5__Thermoanaerobaculum,D_6__unculturedbacterium
86b280beea833e6a15f76c3e4ccd7c89,D_0__Bacteria,D_1__Acidobacteria,D_2__Holophagae,D_3__Holophagales,D_4__Holophagaceae,D_5__Holophaga,D_6__metagenome
b909a92ff7714e3dcc0db59c280a7ac9,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
8149b59c11890afed3bd5a37ba8ce2ea,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,,
304436f56c45ea84dad309bad9f26d11,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophaceae,D_5__Smithella,D_6__unculturedbacterium
4e20ae28c2d91dd1af882d5ef623fba5,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylococcaceae,D_5__Methylocaldum,D_6__unculturedbacterium
4863ff2bc26f2a13533962eefe42d83b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,D_5__Tepidimicrobium,D_6__unculturedTepidimicrobiumsp.
59c09857880644900d23da4159c00d31,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__unculturedbacterium
0314b997de1b69fcb792e61f98f1050a,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bacteriovoracaceae,D_5__uncultured,D_6__unculturedbacterium
123a1954d5715cb1f015647cd9a40457,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Coxiellales,D_4__Coxiellaceae,D_5__Coxiella,
82cbd6cab5884e72678ba3d76ec1e830,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,D_5__Anaerosalibacter,
426a58d7fde254d8ff01fac25e36ff0e,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Alloprevotella,D_6__unculturedBacteroidetesbacterium
7967d273e2220712e6cffd7490f4f0e1,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup6,,,,
e011244ca05fc068b74117178202e1c1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Inhella,D_6__unculturedbacterium
89aaa27812cb0ac559d410fd79922c4c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Pleomorphomonadaceae,D_5__Pleomorphomonas,D_6__unculturedbacterium
e65fb37ec4a8f40691b932523b38a226,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,,
f9f34bdd8ecc204c9cd62e1ed75bf82d,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__RhizobialesIncertaeSedis,D_5__Phreatobacter,D_6__unculturedalphaproteobacterium
4adec7a8eb8f5a78e3295d6a80f388f2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
e1cacee74a401f02f9f49bb68c3ef512,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__SB-5,D_5__unculturedbacterium,D_6__unculturedbacterium
44e0c0bc8d996434e1c2e4107d5ff996,D_0__Bacteria,D_1__Patescibacteria,D_2__CPR2,,,,
2cc2b7e8e16c7990b4d9ba1440515106,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup6,,,,
953bd3288da2f404b904ee51aec85ac9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae1,D_5__Clostridiumsensustricto15,D_6__Clostridiumtetani12124569
5e99c48b5c1f6c5a715d7fc13a3e68e5,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Rikenellaceae,D_5__Anaerocella,D_6__unculturedbacterium
6bdcdcd45a0480ae7a53d01f8a6ad294,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__unculturedbacterium
32181b006051d0c53a829c211710b508,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__AAP99,
ac11c37440b386289ed1c5ff47acdd18,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__Megasphaera,D_6__Megasphaerapaucivorans
03012ba2a222c7d9b9a74089b214c4f2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,
0df420d7610bf05d4304f777214c2adb,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,
87fb4aa5566ac9f722263541069283d5,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales,D_4__Erysipelotrichaceae,D_5__Erysipelothrix,
a531e90eca5eb7bc7fe618a787d708c4,D_0__Bacteria,D_1__WS2,D_2__unculturedFirmicutesbacterium,D_3__unculturedFirmicutesbacterium,D_4__unculturedFirmicutesbacterium,D_5__unculturedFirmicutesbacterium,D_6__unculturedFirmicutesbacterium
0ce4188c79c27ea19117316116dcd268,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
13b6fe10adac49ecc9b14fe3058e7cc4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Sediminibacterium,D_6__unculturedbacterium
47eca8b5759f3f08f4506822d0eebe39,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Alkanindiges,
0cd8acaf21d7292540e4c9e84cb40e6b,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS17,,
746de8a276a48b7e4de038818f9f18c8,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales,D_4__Erysipelotrichaceae,D_5__Erysipelothrix,
dc113de4e26518f296ad7150d577a8d2,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,,,
723a857dac744ff2577216c28c5f1c0f,D_0__Bacteria,D_1__Cyanobacteria,D_2__Melainabacteria,D_3__Obscuribacterales,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
f052903df8d9a110472ca218cec9d33c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Methylophilaceae,D_5__Methylotenera,
c1d9eada909d2d5dbe078f25f1038508,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Aquabacterium,
9c7422a3a4ea092153a2fbc0fe158fa7,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Hydrogenophaga,
3134c4d12f96975345e7c483a04a2298,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,
638f64b9ce27cd31801fdc39ddb1983a,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,D_5__Tepidimicrobium,
d300aeeabc9226aaca8e37746e9934d3,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,,,,
0ee52454c7033f0762942e83b1e0dc14,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Leptolinea,
34a58f3b844e73ff5b24068eb927a9a1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__uncultured,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
53305f9e71980ff6787b34fd09426216,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Methylomonas,D_6__unculturedbacterium
81924e03dbfd384b37a056d48b86ef70,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Lentimicrobiaceae,D_5__unculturedprokaryote,D_6__unculturedprokaryote
46994e329da4f3393a8495036589323a,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Fusobacterium,
524f945306ac2c325b6027df82cc10c2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__uncultured,
7fcc019bc2da0c1c6be720095148651b,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylococcaceae,D_5__CandidatusMethylospira,D_6__unculturedbacterium
6f4c0d6559d9e57f54625a2879105cac,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatimonas,
a4891da1e27a20deee93e6d74a474a56,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Phaselicystidaceae,D_5__Phaselicystis,D_6__unculturedbacterium
f29278d608d6bd031e7e1406dff5d46e,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__uncultured,
c11580f4e5844d7f24e5aa568efa67d5,D_0__Bacteria,D_1__Acidobacteria,D_2__Aminicenantia,D_3__Aminicenantales,,,
6ea12a2a6eb7f0d377858aaeca4664e4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
62a0e83aaaef406937616b1d820e965c,D_0__Bacteria,D_1__Acidobacteria,D_2__Aminicenantia,D_3__Aminicenantales,D_4__unculturedAnaerolineaebacterium,D_5__unculturedAnaerolineaebacterium,D_6__unculturedAnaerolineaebacterium
7ffc82c4e2addc4562f84f20b45120af,Unassigned,,,,,,
9529b7f1ea51aac204ead64df990328f,D_0__Archaea,D_1__Euryarchaeota,D_2__Methanomicrobia,D_3__Methanomicrobiales,D_4__Methanoregulaceae,D_5__Methanoregula,
b3fbae4a73a0f735f30be047f3579d69,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Leptotrichiaceae,D_5__Leptotrichia,
be74cad9381c15cfaa8e6071aa77e7f4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Stenotrophomonas,D_6__Stenotrophomonasacidaminiphila
304e53f3ef524430c8ecbd9e9d8e5a17,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Bacteroidaceae,D_5__Bacteroides,
1583471a1fdb2565d9225a4e9f52dce5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Ruminiclostridium,D_6__unculturedFirmicutesbacterium
f646afa563752b4e082176ed08394e9a,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__BacteroidetesvadinHA17,,
25a53964d6bce7f9a3560c8050e156f4,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Spirochaeta2,D_6__unculturedsoilbacterium
2113a4ed9e83d83316a1086b54735738,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,,
e9c5dbabad02a08f6b8e815d24c50edb,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Ferribacterium,D_6__unculturedbacterium
a12b23a96dd9afc00f8ee02d85df913a,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Leptolyngbyales,D_4__Leptolyngbyaceae,D_5__uncultured,D_6__unculturedbacterium
3b9a640a2fb04ef04b82b218fc1fb455,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Fimbriiglobus,
d059362ec038148f9c8d57dc9e6e2bb9,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,,,
45cc1dabfbb0dcd8100702e3c5671486,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Lachnospiraceae,D_5__Tyzzerella,
036561a79d206b1c846c53e94936e6ff,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Caproiciproducens,D_6__RuminococcaceaebacteriumCPC-11
1c2b8892a0d7f828d72808cd01cfd199,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Devosiaceae,D_5__Devosia,
2bfae25fbc3f2d9f43f4587a1c52f963,D_0__Bacteria,D_1__Acidobacteria,D_2__Holophagae,D_3__Holophagales,D_4__Holophagaceae,D_5__unculturedbacterium,D_6__unculturedbacterium
0a857f235b897d7c44e86f0c1b75c69b,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Alloprevotella,D_6__unculturedBacteroidetesbacterium
4f2e164d63237f931f52796b261753a7,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Chloroflexaceae,D_5__Oscillochloris,
14d67443309bac097bdfb7fd815f05b1,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Limnotrichales,D_4__Limnotrichaceae,D_5__Limnothrix,D_6__Limnothrixsp.B15
86a35f6bc42ed74dbb1b48b892e553d3,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Treponema2,D_6__unculturedprokaryote
47c12b61c90c5033a1bb474f6c7ae154,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__LD29,D_6__unculturedbacterium
1fdae0bd3acb74947ab8ea273f300f05,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Chloroflexaceae,D_5__Oscillochloris,
540e04eb50350920063f25b701d7308d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
9895f379d7b70347b303947053f82999,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Nostocales,D_4__Nostocaceae,D_5__NostocPCC-8976,D_6__Nostocsp.PCC8976
c3cf62026da5f738469eec6869eee1a4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Dechlorobacter,D_6__unculturedbacterium
b4d6383973c9e7432aec2f2cf1b0c02a,D_0__Bacteria,D_1__Cyanobacteria,D_2__Melainabacteria,D_3__Gastranaerophilales,D_4__CandidatusMelainabacteriabacteriumGWA2_34_9,D_5__CandidatusMelainabacteriabacteriumGWA2_34_9,D_6__CandidatusMelainabacteriabacteriumGWA2_34_9
b53b3031ce6b74dc9213a35a4e56d97b,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__Sporomusa,D_6__unculturedbacterium
b3cadb561b4da0e58b5cadf85b874392,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__SAR324clade(MarinegroupB),D_4__metagenome,D_5__metagenome,D_6__metagenome
0d3c6608665e2bfcb10fb16dcafaa9ba,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Syntrophomonadaceae,D_5__Syntrophomonas,
d666dd55f5e8dde91c6901e60e9763a4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Arenimonas,
f3568df8761f514321bcc3925853154c,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__PeM15,D_4__metagenome,D_5__metagenome,D_6__metagenome
4ce7119c82808eeefd3a677e60c5fab1,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae1,D_5__Clostridiumsensustricto7,D_6__unculturedClostridiumsp.
20784e3edebbd9685ac754602a0f529e,D_0__Bacteria,D_1__Bacteroidetes,D_2__Chlorobia,D_3__Chlorobiales,D_4__Chlorobiaceae,D_5__Chlorobium,D_6__unculturedChlorobibacterium
42a3dd3de9ad514088676f558e943f50,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__unculturedbacterium
ccb1f8c128e984c0703568b5ba505bea,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia(Subgroup4),D_3__11-24,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
14e6fbc75ec22a3d87e661723176031f,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Syntrophomonadaceae,D_5__uncultured,
ad5012d390db8c8bc291cfff94a3fd15,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__unculturedbacterium
a72675a325e3f65e52831cb1c7169369,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__unculturedbacterium
4eaa4c09ba417c5e1820a51e4d6263dd,D_0__Bacteria,,,,,,
8f4452838c95a55e81bd3f0df09559a1,Unassigned,,,,,,
62941de8fbf0214ed9a62aec252a2098,D_0__Bacteria,D_1__Acidobacteria,D_2__Holophagae,D_3__Holophagales,D_4__Holophagaceae,,
690c48464d506b0e07bf7bdf6ccc0758,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS17,D_5__unculturedbacterium,D_6__unculturedbacterium
2f3da68606254b35e1d68615524c6815,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Capnocytophaga,D_6__Capnocytophagagingivalis
f2d4e9e8e9bc07e40b9d21ab8d86f4c9,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
8a1282c657fdee7a2cbc4d859da6aa40,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__KD1-131,D_5__unculturedbacterium,D_6__unculturedbacterium
cdf14d2fed157f8032715a22d3bf4573,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Prevotella,D_6__Prevotellanigrescens
90a8f559168a91331485624315fa3177,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophobacteraceae,D_5__Syntrophobacter,
be6de5529c80d3b433a48e348e776ffc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae1,D_5__Clostridiumsensustricto10,
88a17bbd905f1389c9ca2bdeab58463e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Berkeleyafennica,D_6__Berkeleyafennica
2851c5c54a82422a15481e4df0673fa1,D_0__Bacteria,D_1__Acidobacteria,D_2__Thermoanaerobaculia,D_3__Thermoanaerobaculales,D_4__Thermoanaerobaculaceae,D_5__Subgroup10,
cbff13c5e0e10e53429fa6560040ba15,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
803fd4b4ca90d9dff8a8eff9b9f98a30,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Massilia,
456c026371644b558b27d24f88d7471d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Propionivibrio,D_6__unculturedbacterium
2e9efbeecb4de61ecc8d6522aa8d3410,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Ferruginibacter,
f448e8004795c4c306b3fa8c576bf5e8,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,,,,
af2c7f243adac2343b73d2317ea35674,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup6,,,,
d3a0c3e03c2d6446dd5888d39562fccd,D_0__Archaea,D_1__Euryarchaeota,D_2__Methanomicrobia,D_3__Methanomicrobiales,D_4__Methanospirillaceae,D_5__Methanospirillum,
740b6489bf7e442cd835b4d9f1633dc1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
9f5d2f92a26edd1391ec84d7a1729a47,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,
cbef40f459197faa8de7bba6a4764a34,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,D_5__Prevotella,D_6__Prevotellapallens
e22a1e3b002346aec6b4df700f5b4996,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__UKL13-1,
bff26a0e612af48b559a7f762731f4dd,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,D_5__Sedimentibacter,
69cb94bc7147e79c931c6c3fe7c5c4b1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cardiobacteriales,D_4__Wohlfahrtiimonadaceae,D_5__Wohlfahrtiimonas,D_6__Wohlfahrtiimonaschitiniclastica
5915d2905d9546fee67154780edbde00,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Planococcaceae,,
814d36cce47414becceb7665900831e6,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Leptotrichiaceae,D_5__Leptotrichia,D_6__unculturedbacterium
eccc2a14f467068a2630f0526aa6adcf,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,,
7dfdbf61a3f3547ff34019510ba64e52,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,,
207a009bc1446b3697ae55ac7ecca55b,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophobacteraceae,D_5__Syntrophobacter,D_6__unculturedsoilbacterium
971e6633a8dd67a3959bc7601e648141,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Dysgonomonadaceae,D_5__Dysgonomonas,D_6__unculturedbacterium
c15ba7772639f42c56f35e97e5e8d48a,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Leptotrichiaceae,D_5__Leptotrichia,D_6__Leptotrichiasp.oralcloneEI022
6918a26270cac01a495686f49e6015db,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Myroides,D_6__Myroidessp.OTUs6b
41dc0455838f1eeed9b5fc437e1c8cb7,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingopyxis,D_6__unculturedbacterium
ca79791eca52e7e45cc24a49f50d66a5,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,,
b059ccb1ce21e8db2e226f53c9a9d9a1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Roseomonas,D_6__unculturedbacterium
8143eae641bb45193f802b581dd7185d,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__OPB41,,,
94ecd68be045c444448464ccffa24ad0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,D_5__unculturedbacterium,D_6__unculturedbacterium
1f3e35b10275d39a8c3c0acbdbcca1d3,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Absconditabacteriales(SR1),D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
139e832c69fb177d68bb0f5cb8594845,D_0__Bacteria,D_1__Epsilonbacteraeota,D_2__Campylobacteria,D_3__Campylobacterales,D_4__Campylobacteraceae,D_5__Campylobacter,
